fecha,riesgo_pais,dolar_blue_ARS,base_monetaria_MM_ARS,dolar_bcra_ARS,reservas_MM_USD,brecha_cambiaria_pct,ratio_ARS_USD,log_riesgo_pais,log_dolar_blue_ARS,log_dolar_bcra_ARS
2025-08-29,829,1320.0,44260,1323.83,39.986,-0.29,1106.89,2.9185545305502734,3.12057393120585,3.121832218636782
2025-08-28,837,1350.0,44773,1343.67,40.963,0.47,1093.01,2.92272545799326,3.130333768495006,3.1282926208185122
2025-08-27,853,1320.0,44202,1359.42,41.255,-2.9,1071.43,2.930949031167523,3.12057393120585,3.1333536550416965
2025-08-26,850,1320.0,44222,1352.33,41.184,-2.39,1073.77,2.929418925714293,3.12057393120585,3.1310826825015057
2025-08-25,829,1320.0,44920,1344.17,41.445,-1.8,1083.85,2.9185545305502734,3.12057393120585,3.1284541983256973
2025-08-22,767,1320.0,44128,1321.58,41.505,-0.12,1063.2,2.8847953639489807,3.12057393120585,3.1210934576735214
2025-08-21,753,1320.0,43585,1309.25,41.485,0.82,1050.62,2.8767949762007006,3.12057393120585,3.1170225825735236
2025-08-20,747,1320.0,42821,1298.5,41.692,1.66,1027.08,2.873320601815399,3.12057393120585,3.1134419539653213
2025-08-19,700,1320.0,44631,1292.33,41.705,2.14,1070.16,2.845098040014257,3.12057393120585,3.111373426104308
2025-08-18,706,1320.0,48555,1298.83,41.757,1.63,1162.8,2.8488047010518036,3.12057393120585,3.1135523112782537
2025-08-15,709,1320.0,42616,1308.33,41.908,0.89,1016.89,2.8506462351830666,3.12057393120585,3.116717299877443
2025-08-14,712,1320.0,42616,1308.33,41.908,0.89,1016.89,2.8524799936368566,3.12057393120585,3.116717299877443
2025-08-13,711,1340.0,42644,1318.0,42.052,1.67,1014.08,2.851869600729766,3.1271047983648077,3.119915410257991
2025-08-12,722,1330.0,42660,1321.5,41.991,0.64,1015.93,2.858537197569639,3.123851640967086,3.121067167467729
2025-08-11,724,1335.0,42703,1330.5,41.991,0.34,1016.96,2.859738566197147,3.125481265700594,3.1240148788874076
2025-08-08,733,1325.0,42743,1329.42,42.116,-0.33,1014.89,2.8651039746411278,3.1222158782728267,3.1236622080805936
2025-08-07,728,1325.0,42676,1331.08,41.683,-0.46,1023.82,2.862131379313037,3.1222158782728267,3.1242041580400093
2025-08-06,735,1320.0,42698,1333.67,42.143,-1.02,1013.17,2.8662873390841948,3.12057393120585,3.125048382122817
2025-08-05,743,1325.0,42755,1351.17,42.72,-1.94,1000.82,2.8709888137605755,3.1222158782728267,3.130709994038459
2025-08-04,761,1330.0,42801,1361.83,43.039,-2.34,994.47,2.8813846567705728,3.123851640967086,3.134122897099593
2025-08-01,771,1335.0,41407,1361.33,41.034,-1.93,1009.09,2.8870543780509568,3.125481265700594,3.133963415289202
2025-07-31,730,1335.0,40113,1351.83,38.866,-1.24,1032.08,2.863322860120456,3.125481265700594,3.1309220801381645
2025-07-30,716,1320.0,37296,1294.17,40.765,2.0,914.9,2.8549130223078554,3.12057393120585,3.111991328274424
2025-07-29,727,1320.0,38349,1296.67,41.245,1.8,929.79,2.8615344108590377,3.12057393120585,3.1128294630428672
2025-07-28,719,1320.0,36820,1287.33,40.146,2.54,917.15,2.8567288903828825,3.12057393120585,3.109689890189679
